bgg,name,players,duration,complexity,y,ab
https://boardgamegeek.com/boardgame/182218/hoax-second-edition,La truffa,3-6,10-20,Semplice,,A
https://boardgamegeek.com/boardgame/176165/dale-merchants,La valle dei mercanti,2-4,30,Semplice,,A
https://boardgamegeek.com/boardgame/1219/labyrinth,Labirinto,,,,,
https://boardgamegeek.com/boardgame/266083/llm,Lama,,,,,
https://boardgamegeek.com/boardgame/96913/lancaster,Lancaster,,,,,
https://boardgamegeek.com/boardgame/232800/lancelot,Lancillotto,,,,,
https://boardgamegeek.com/boardgame/310694/land-dragons,Land of Dragons,,,,,
https://boardgamegeek.com/boardgame/271319/las-vegas-royale,Las Vegas Royale,,,,,
https://boardgamegeek.com/boardgame/351972/1001-islands,Le 1001 Isole,,,,,
https://boardgamegeek.com/boardgame/35677/le-havre,Le Havre,,,,,
https://boardgamegeek.com/boardgame/127398/legends-andor,Le leggende di Andor,2-4,60-90,Media,,
https://boardgamegeek.com/boardgame/214293/mountains-madness,Le montagne della follia,,,,,
https://boardgamegeek.com/boardgame/247980/walls-york,Le mura di York ,2-4,30,Semplice,,
https://boardgamegeek.com/boardgame/269207/taverns-tiefenthal,Le taverne di Valfonda,,,,,
https://boardgamegeek.com/boardgame/265118/legend-raiders,Legend Raiders,,,,,
https://boardgamegeek.com/boardgame/191538/leo,Leo va dal barbiere,2-5,30,Semplice,Y,B
https://boardgamegeek.com/boardgame/275467/letter-jam,Letter Jam,,,,,
https://boardgamegeek.com/boardgame/59959/letters-whitechapel,Lettere da Whitechapel,2-6,90-120,Media,,
https://boardgamegeek.com/boardgame/217449/nmbr-9,Level 9,1-4,20,Semplice,,B
https://boardgamegeek.com/boardgame/125618/libertalia,Libertalia,2-6,45,Media,,
https://boardgamegeek.com/boardgame/132497/lift-it,Lift it Party!,,,,,
https://boardgamegeek.com/boardgame/241266/little-town,Litte Town,,,,,
https://boardgamegeek.com/boardgame/306300/little-factory,Little Factory,,,,,
https://boardgamegeek.com/boardgame/272738/jaws,Lo Squalo,,,,,
,Lobbies,2-4,90-120,Elevata,,
https://boardgamegeek.com/boardgame/77076/loch-ness,Loch Ness,2-5,20,Semplice,Y,B
https://boardgamegeek.com/boardgame/136991/loony-quest,Loony Quest,2-5,20-30,Semplice,Y,B
https://boardgamegeek.com/boardgame/191302/loony-quest-lost-city,Loony Quest la Città perduta,,,,,
https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico,Lorenzo il Magnifico,2-5,60-120,Elevata,,
https://boardgamegeek.com/boardgame/229123/lorenzo-il-magnifico-houses-renaissance,Lorenzo il Magnifico Famiglie,,,,,
https://boardgamegeek.com/boardgame/102835/lost-temple,Lost Temple,2-8,40,Semplice,,B
https://boardgamegeek.com/boardgame/277085/love-letter,Love Letter,,,,,
https://boardgamegeek.com/boardgame/118247/lucky-numbers,Lucky Numbers,,,,,
https://boardgamegeek.com/boardgame/63539/lupus-tabula,Lupus in Tabula,8-24,20-40,Semplice,,A
https://boardgamegeek.com/boardgame/245643/luxor,Luxor,,,,,
https://boardgamegeek.com/boardgame/269112/luxor-mummys-curse,Luxor: la maledizione della mummia,,,,,
https://boardgamegeek.com/boardgame/337760/disney-mad-tea-party,Mad Tea Party,,,,,
